# == pyFAI calibration ==
# Distance Sample to Detector: 0.3075 m
# PONI: 6.384e-02, 3.947e-02 m
# Rotations: 0.000000 0.000000 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 307.500 mm
# Center: x=526.252, y=851.258 pix
# Tilt: 0.000 deg  TiltPlanRot: 0.000 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 1.5406e-10 m
# Mask applied: provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> ././XXXX2_EB_307mm/integrated_1000bins.dat
#       q_nm^-1              I           sigma 
  5.167570e+00    3.900702e-03   1.646650e-03
  5.177311e+00    6.169570e-03   2.071131e-03
  5.187052e+00    9.309093e-03   2.544351e-03
  5.196793e+00    2.295008e-03   1.263422e-03
  5.206534e+00    1.014620e-02   2.674354e-03
  5.216275e+00    3.778668e-03   1.644154e-03
  5.226015e+00    4.056863e-03   1.711071e-03
  5.235756e+00    1.006607e-02   2.705011e-03
  5.245497e+00    3.096005e-03   1.504831e-03
  5.255238e+00    4.091779e-03   1.734712e-03
  5.264979e+00    6.190327e-03   2.139030e-03
  5.274720e+00    9.678612e-03   2.680790e-03
  5.284461e+00    1.104874e-02   2.870524e-03
  5.294202e+00    6.477628e-03   2.202361e-03
  5.303943e+00    1.171487e-03   9.383828e-04
  5.313684e+00    4.217059e-03   1.783602e-03
  5.323425e+00    1.326237e-03   1.001998e-03
  5.333166e+00    5.718203e-03   2.083941e-03
  5.342907e+00    1.546828e-02   3.432950e-03
  5.352648e+00    1.839889e-03   1.185808e-03
  5.362389e+00    6.349158e-03   2.205961e-03
  5.372130e+00    1.375316e-02   3.251248e-03
  5.381871e+00    3.143725e-03   1.556662e-03
  5.391611e+00    5.184161e-03   2.001469e-03
  5.401352e+00    1.187432e-02   3.033057e-03
  5.411093e+00    1.550472e-02   3.470073e-03
  5.420834e+00    1.984733e-02   3.930882e-03
  5.430575e+00    7.249119e-03   2.378404e-03
  5.440316e+00    6.961182e-03   2.333359e-03
  5.450057e+00    6.550681e-03   2.265981e-03
  5.459798e+00    6.469555e-03   2.254341e-03
  5.469539e+00    1.272896e-02   3.165458e-03
  5.479280e+00    1.631775e-02   3.587683e-03
  5.489021e+00    1.292136e-02   3.195830e-03
  5.498762e+00    2.845585e-03   1.501200e-03
  5.508503e+00    1.395576e-03   1.052246e-03
  5.518244e+00    4.269914e-03   1.842366e-03
  5.527985e+00    9.690666e-04   8.784796e-04
  5.537726e+00    4.928274e-03   1.982855e-03
  5.547467e+00    4.588273e-03   1.914878e-03
  5.557207e+00    2.001892e-03   1.265986e-03
  5.566948e+00    3.621789e-03   1.704163e-03
  5.576689e+00    1.742227e-02   3.740723e-03
  5.586430e+00    1.736145e-02   3.737322e-03
  5.596171e+00    9.821506e-03   2.813134e-03
  5.605912e+00    1.299884e-02   3.238869e-03
  5.615653e+00    9.230965e-03   2.731505e-03
  5.625394e+00    1.704355e-02   3.714161e-03
  5.635135e+00    2.055558e-02   4.082021e-03
  5.644876e+00    1.669841e-02   3.681756e-03
  5.654617e+00    1.505752e-02   3.498640e-03
  5.664358e+00    2.054990e-02   4.089985e-03
  5.674099e+00    2.192462e-02   4.227645e-03
  5.683840e+00    4.292196e-03   1.871715e-03
  5.693581e+00    4.331614e-03   1.881612e-03
  5.703322e+00    0.000000e+00   0.000000e+00
  5.713063e+00    4.377055e-03   1.893824e-03
  5.722803e+00    1.866672e-03   1.237536e-03
  5.732544e+00    0.000000e+00   0.000000e+00
  5.742285e+00    0.000000e+00   0.000000e+00
  5.752026e+00    1.250946e-03   1.014843e-03
  5.761767e+00    8.062244e-03   2.577978e-03
  5.771508e+00    9.384505e-03   2.782941e-03
  5.781249e+00    6.489292e-03   2.315553e-03
  5.790990e+00    5.225000e-03   2.078314e-03
  5.800731e+00    8.509443e-03   2.651504e-03
  5.810472e+00    1.508278e-02   3.528446e-03
  5.820213e+00    1.304021e-02   3.279473e-03
  5.829954e+00    2.223429e-03   1.353569e-03
  5.839695e+00    0.000000e+00   0.000000e+00
  5.849436e+00    1.657334e-05   1.167511e-04
  5.859177e+00    4.451880e-03   1.912717e-03
  5.868918e+00    1.808800e-03   1.218689e-03
  5.878659e+00    4.631941e-03   1.949163e-03
  5.888400e+00    2.954369e-03   1.555980e-03
  5.898140e+00    4.942890e-03   2.011656e-03
  5.907881e+00    0.000000e+00   0.000000e+00
  5.917622e+00    1.026400e-02   2.896034e-03
  5.927363e+00    8.482585e-03   2.631601e-03
  5.937104e+00    0.000000e+00   0.000000e+00
  5.946845e+00    2.608727e-03   1.457835e-03
  5.956586e+00    3.624938e-03   1.717743e-03
  5.966327e+00    1.701040e-03   1.176044e-03
  5.976068e+00    4.521620e-03   1.916403e-03
  5.985809e+00    6.056752e-03   2.216202e-03
  5.995550e+00    9.552084e-03   2.781625e-03
  6.005291e+00    3.986676e-03   1.795982e-03
  6.015032e+00    9.820390e-03   2.817006e-03
  6.024773e+00    2.940354e-03   1.540592e-03
  6.034514e+00    4.840473e-03   1.975542e-03
  6.044255e+00    2.438837e-03   1.401399e-03
  6.053996e+00    3.735016e-03   1.733326e-03
  6.063736e+00    0.000000e+00   0.000000e+00
  6.073477e+00    3.437685e-03   1.660892e-03
  6.083218e+00    9.084420e-03   2.698409e-03
  6.092959e+00    5.936678e-03   2.180153e-03
  6.102700e+00    1.849136e-03   1.215960e-03
  6.112441e+00    5.810474e-03   2.154222e-03
  6.122182e+00    4.354218e-03   1.863738e-03
  6.131923e+00    2.549458e-04   4.507310e-04
  6.141664e+00    1.010165e-02   2.835426e-03
  6.151405e+00    2.132845e-03   1.302139e-03
  6.161146e+00    0.000000e+00   0.000000e+00
  6.170887e+00    0.000000e+00   0.000000e+00
  6.180628e+00    0.000000e+00   0.000000e+00
  6.190369e+00    5.368646e-03   2.065786e-03
  6.200110e+00    6.872713e-03   2.338178e-03
  6.209851e+00    0.000000e+00   0.000000e+00
  6.219592e+00    0.000000e+00   0.000000e+00
  6.229332e+00    0.000000e+00   0.000000e+00
  6.239073e+00    4.396547e-03   1.872207e-03
  6.248814e+00    3.278207e-03   1.617129e-03
  6.258555e+00    1.463041e-02   3.417209e-03
  6.268296e+00    9.706816e-03   2.784301e-03
  6.278037e+00    1.388234e-02   3.330422e-03
  6.287778e+00    1.784361e-02   3.776924e-03
  6.297519e+00    1.008614e-02   2.840481e-03
  6.307260e+00    9.239245e-05   2.719367e-04
  6.317001e+00    0.000000e+00   0.000000e+00
  6.326742e+00    0.000000e+00   0.000000e+00
  6.336483e+00    0.000000e+00   0.000000e+00
  6.346224e+00    0.000000e+00   0.000000e+00
  6.355965e+00    1.356439e-03   1.043144e-03
  6.365706e+00    6.821953e-03   2.340049e-03
  6.375447e+00    4.228398e-03   1.842840e-03
  6.385188e+00    0.000000e+00   0.000000e+00
  6.394929e+00    3.424873e-03   1.659179e-03
  6.404669e+00    1.053452e-02   2.910610e-03
  6.414410e+00    7.342869e-03   2.430676e-03
  6.424151e+00    1.731711e-02   3.733514e-03
  6.433892e+00    1.117435e-02   2.999709e-03
  6.443633e+00    6.248860e-03   2.243872e-03
  6.453374e+00    0.000000e+00   0.000000e+00
  6.463115e+00    2.116668e-03   1.306383e-03
  6.472856e+00    6.412979e-03   2.274451e-03
  6.482597e+00    9.072353e-03   2.705880e-03
  6.492338e+00    1.150645e-03   9.638865e-04
  6.502079e+00    1.014819e-02   2.862845e-03
  6.511820e+00    2.353763e-02   4.361132e-03
  6.521561e+00    1.305457e-02   3.248380e-03
  6.531302e+00    8.337035e-03   2.596525e-03
  6.541043e+00    6.712155e-03   2.330215e-03
  6.550784e+00    8.860070e-04   8.468182e-04
  6.560525e+00    0.000000e+00   0.000000e+00
  6.570265e+00    1.675832e-03   1.164952e-03
  6.580006e+00    7.361975e-03   2.442161e-03
  6.589747e+00    7.042687e-03   2.389147e-03
  6.599488e+00    2.801690e-03   1.507202e-03
  6.609229e+00    0.000000e+00   0.000000e+00
  6.618970e+00    0.000000e+00   0.000000e+00
  6.628711e+00    2.648819e-03   1.466136e-03
  6.638452e+00    3.663761e-03   1.724760e-03
  6.648193e+00    0.000000e+00   0.000000e+00
  6.657934e+00    9.224252e-04   8.656264e-04
  6.667675e+00    4.533317e-03   1.919435e-03
  6.677416e+00    1.227340e-03   9.989246e-04
  6.687157e+00    5.375147e-03   2.090688e-03
  6.696898e+00    1.821065e-03   1.217141e-03
  6.706639e+00    5.115503e-03   2.040181e-03
  6.716380e+00    7.859780e-04   7.998423e-04
  6.726121e+00    1.638310e-02   3.652183e-03
  6.735861e+00    9.873351e-03   2.835885e-03
  6.745602e+00    4.696458e-03   1.956076e-03
  6.755343e+00    0.000000e+00   0.000000e+00
  6.765084e+00    1.072406e-03   9.349389e-04
  6.774825e+00    5.069362e-03   2.033140e-03
  6.784566e+00    2.205967e-04   4.242120e-04
  6.794307e+00    0.000000e+00   0.000000e+00
  6.804048e+00    2.744616e-03   1.496567e-03
  6.813789e+00    3.630042e-03   1.721467e-03
  6.823530e+00    4.069127e-03   1.822740e-03
  6.833271e+00    1.078670e-02   2.968195e-03
  6.843012e+00    1.430928e-02   3.419031e-03
  6.852753e+00    1.547742e-02   3.556375e-03
  6.862494e+00    1.703541e-02   3.731524e-03
  6.872235e+00    7.197261e-03   2.425811e-03
  6.881976e+00    5.590204e-03   2.138085e-03
  6.891717e+00    8.606489e-03   2.653316e-03
  6.901457e+00    3.082351e-03   1.588022e-03
  6.911198e+00    7.430703e-03   2.465926e-03
  6.920939e+00    1.464947e-02   3.462938e-03
  6.930680e+00    4.745508e-04   6.233655e-04
  6.940421e+00    7.164221e-03   2.422129e-03
  6.950162e+00    1.360784e-02   3.338642e-03
  6.959903e+00    1.927787e-02   3.974138e-03
  6.969644e+00    1.323305e-02   3.293131e-03
  6.979385e+00    4.519989e-03   1.924780e-03
  6.989126e+00    0.000000e+00   0.000000e+00
  6.998867e+00    0.000000e+00   0.000000e+00
  7.008608e+00    0.000000e+00   0.000000e+00
  7.018349e+00    4.711952e-03   1.965979e-03
  7.028090e+00    1.308197e-02   3.276211e-03
  7.037831e+00    6.742164e-03   2.352217e-03
  7.047572e+00    8.746050e-03   2.679283e-03
  7.057313e+00    4.974522e-03   2.020935e-03
  7.067054e+00    4.199153e-04   5.872254e-04
  7.076794e+00    0.000000e+00   0.000000e+00
  7.086535e+00    0.000000e+00   0.000000e+00
  7.096276e+00    4.756127e-03   1.976673e-03
  7.106017e+00    1.707776e-03   1.184688e-03
  7.115758e+00    0.000000e+00   0.000000e+00
  7.125499e+00    2.766884e-03   1.508070e-03
  7.135240e+00    1.768357e-02   3.812795e-03
  7.144981e+00    1.085741e-02   2.987969e-03
  7.154722e+00    1.283065e-02   3.248362e-03
  7.164463e+00    3.061158e-03   1.586766e-03
  7.174204e+00    6.875815e-03   2.378312e-03
  7.183945e+00    4.230889e-03   1.865838e-03
  7.193686e+00    0.000000e+00   0.000000e+00
  7.203427e+00    1.367034e-02   3.354272e-03
  7.213168e+00    1.476975e-02   3.486649e-03
  7.222909e+00    7.739349e-03   2.524259e-03
  7.232650e+00    1.184341e-02   3.122705e-03
  7.242390e+00    3.952909e-03   1.804262e-03
  7.252131e+00    4.208904e-03   1.861838e-03
  7.261872e+00    2.297851e-03   1.375780e-03
  7.271613e+00    2.873656e-04   4.865362e-04
  7.281354e+00    4.680198e-03   1.963636e-03
  7.291095e+00    4.682810e-03   1.964372e-03
  7.300836e+00    8.826055e-03   2.697008e-03
  7.310577e+00    6.783099e-03   2.364515e-03
  7.320318e+00    8.119395e-04   8.181683e-04
  7.330059e+00    0.000000e+00   0.000000e+00
  7.339800e+00    4.609321e-03   1.949430e-03
  7.349541e+00    1.919694e-03   1.258234e-03
  7.359282e+00    2.706676e-03   1.494032e-03
  7.369023e+00    3.828063e-03   1.776896e-03
  7.378764e+00    0.000000e+00   0.000000e+00
  7.388505e+00    1.427858e-03   1.085251e-03
  7.398246e+00    4.770926e-03   1.984002e-03
  7.407986e+00    4.061340e-03   1.830617e-03
  7.417727e+00    1.307603e-02   3.284755e-03
  7.427468e+00    2.848571e-03   1.533413e-03
  7.437209e+00    0.000000e+00   0.000000e+00
  7.446950e+00    0.000000e+00   0.000000e+00
  7.456691e+00    0.000000e+00   0.000000e+00
  7.466432e+00    0.000000e+00   0.000000e+00
  7.476173e+00    1.337006e-03   1.050623e-03
  7.485914e+00    4.727622e-03   1.975816e-03
  7.495655e+00    3.952547e-03   1.806615e-03
  7.505396e+00    6.473533e-03   2.312187e-03
  7.515137e+00    1.177082e-02   3.117976e-03
  7.524878e+00    4.583112e-03   1.945705e-03
  7.534619e+00    1.095199e-02   3.007696e-03
  7.544360e+00    8.777445e-03   2.692937e-03
  7.554101e+00    9.948239e-03   2.866785e-03
  7.563842e+00    3.212240e-03   1.629190e-03
  7.573582e+00    1.688819e-03   1.181258e-03
  7.583323e+00    4.896969e-03   2.011557e-03
  7.593064e+00    1.409225e-04   3.412355e-04
  7.602805e+00    5.246716e-03   2.082308e-03
  7.612546e+00    8.607011e-03   2.666978e-03
  7.622287e+00    5.784476e-03   2.186700e-03
  7.632028e+00    0.000000e+00   0.000000e+00
  7.641769e+00    3.449842e-03   1.688582e-03
  7.651510e+00    3.150753e-03   1.613988e-03
  7.661251e+00    0.000000e+00   0.000000e+00
  7.670992e+00    6.252030e-04   7.188812e-04
  7.680733e+00    5.288107e-03   2.090994e-03
  7.690474e+00    1.994443e-03   1.284087e-03
  7.700215e+00    1.446209e-02   3.457980e-03
  7.709956e+00    1.415245e-02   3.420910e-03
  7.719697e+00    3.153597e-03   1.614924e-03
  7.729438e+00    2.505276e-03   1.439259e-03
  7.739179e+00    4.114493e-03   1.844638e-03
  7.748919e+00    0.000000e+00   0.000000e+00
  7.758660e+00    0.000000e+00   0.000000e+00
  7.768401e+00    0.000000e+00   0.000000e+00
  7.778142e+00    2.754608e-03   1.509336e-03
  7.787883e+00    3.875080e-03   1.790231e-03
  7.797624e+00    0.000000e+00   0.000000e+00
  7.807365e+00    3.872422e-03   1.789610e-03
  7.817106e+00    1.513993e-02   3.538579e-03
  7.826847e+00    1.088489e-02   3.000561e-03
  7.836588e+00    5.694859e-03   2.170411e-03
  7.846329e+00    6.442844e-03   2.308431e-03
  7.856070e+00    1.050004e-02   2.947087e-03
  7.865811e+00    5.811114e-04   6.933798e-04
  7.875552e+00    0.000000e+00   0.000000e+00
  7.885293e+00    6.829946e-03   2.376835e-03
  7.895034e+00    6.796949e-03   2.371273e-03
  7.904775e+00    8.668816e-03   2.677724e-03
  7.914515e+00    9.450904e-03   2.796086e-03
  7.924256e+00    1.521336e-03   1.121904e-03
  7.933997e+00    0.000000e+00   0.000000e+00
  7.943738e+00    0.000000e+00   0.000000e+00
  7.953479e+00    0.000000e+00   0.000000e+00
  7.963220e+00    4.100250e-03   1.841612e-03
  7.972961e+00    2.565949e-03   1.456980e-03
  7.982702e+00    8.397616e-03   2.635484e-03
  7.992443e+00    2.123812e-02   4.191468e-03
  8.002184e+00    6.395285e-03   2.300080e-03
  8.011925e+00    3.997021e-03   1.818299e-03
  8.021666e+00    4.731096e-03   1.978221e-03
  8.031407e+00    1.946270e-03   1.268899e-03
  8.041148e+00    0.000000e+00   0.000000e+00
  8.050889e+00    4.648387e-04   6.200185e-04
  8.060630e+00    5.753463e-03   2.181534e-03
  8.070371e+00    4.659576e-04   6.208352e-04
  8.080111e+00    0.000000e+00   0.000000e+00
  8.089852e+00    0.000000e+00   0.000000e+00
  8.099593e+00    0.000000e+00   0.000000e+00
  8.109334e+00    0.000000e+00   0.000000e+00
  8.119075e+00    0.000000e+00   0.000000e+00
  8.128816e+00    4.938621e-03   2.020900e-03
  8.138557e+00    3.825164e-03   1.778491e-03
  8.148298e+00    1.292399e-02   3.269182e-03
  8.158039e+00    5.110117e-03   2.055722e-03
  8.167780e+00    0.000000e+00   0.000000e+00
  8.177521e+00    0.000000e+00   0.000000e+00
  8.187262e+00    0.000000e+00   0.000000e+00
  8.197003e+00    0.000000e+00   0.000000e+00
  8.206744e+00    1.476835e-03   1.104903e-03
  8.216485e+00    5.234595e-03   2.080256e-03
  8.226226e+00    0.000000e+00   0.000000e+00
  8.235967e+00    0.000000e+00   0.000000e+00
  8.245708e+00    0.000000e+00   0.000000e+00
  8.255448e+00    0.000000e+00   0.000000e+00
  8.265189e+00    1.687133e-04   3.733960e-04
  8.274930e+00    5.005646e-03   2.033956e-03
  8.284671e+00    1.547772e-03   1.131033e-03
  8.294412e+00    5.283981e-04   6.607635e-04
  8.304153e+00    4.990282e-03   2.030727e-03
  8.313894e+00    1.208519e-03   9.993543e-04
  8.323635e+00    0.000000e+00   0.000000e+00
  8.333376e+00    0.000000e+00   0.000000e+00
  8.343117e+00    0.000000e+00   0.000000e+00
  8.352858e+00    0.000000e+00   0.000000e+00
  8.362599e+00    0.000000e+00   0.000000e+00
  8.372340e+00    6.318911e-03   2.477041e-03
  8.382081e+00    9.253202e-03   3.030232e-03
  8.391822e+00    7.886151e-03   2.825590e-03
  8.401563e+00    8.142322e-03   2.898499e-03
  8.411304e+00    1.190046e-03   1.118048e-03
  8.421044e+00    0.000000e+00   0.000000e+00
  8.430785e+00    0.000000e+00   0.000000e+00
  8.440526e+00    0.000000e+00   0.000000e+00
  8.450267e+00    0.000000e+00   0.000000e+00
  8.460008e+00    0.000000e+00   0.000000e+00
  8.469749e+00    0.000000e+00   0.000000e+00
  8.479490e+00    0.000000e+00   0.000000e+00
  8.489231e+00    0.000000e+00   0.000000e+00
  8.498972e+00    7.260416e-03   2.958290e-03
  8.508713e+00    1.310458e-02   4.002531e-03
  8.518454e+00    8.424544e-03   3.231076e-03
  8.528195e+00    1.302205e-03   1.279160e-03
  8.537936e+00    0.000000e+00   0.000000e+00
  8.547677e+00    8.613514e-03   3.333786e-03
  8.557418e+00    4.519991e-02   7.688189e-03
  8.567159e+00    7.251535e-02   9.802440e-03
  8.576900e+00    5.292533e-02   8.429383e-03
  8.586640e+00    5.628425e-03   2.767116e-03
  8.596381e+00    0.000000e+00   0.000000e+00
  8.606122e+00    0.000000e+00   0.000000e+00
  8.615863e+00    0.000000e+00   0.000000e+00
  8.625604e+00    0.000000e+00   0.000000e+00
  8.635345e+00    6.644827e-03   3.105344e-03
  8.645086e+00    5.362047e-03   2.807610e-03
  8.654827e+00    4.056697e-03   2.457572e-03
  8.664568e+00    8.309239e-03   3.540726e-03
  8.674309e+00    0.000000e+00   0.000000e+00
  8.684050e+00    5.074224e-03   2.802237e-03
  8.693791e+00    9.931839e-03   3.946349e-03
  8.703532e+00    1.059190e-02   4.102118e-03
  8.713273e+00    3.260848e-04   7.244493e-04
  8.723014e+00    0.000000e+00   0.000000e+00
  8.732755e+00    0.000000e+00   0.000000e+00
  8.742496e+00    1.679291e-03   1.676358e-03
  8.752236e+00    1.069788e-02   4.258973e-03
  8.761977e+00    1.620553e-03   1.668703e-03
  8.771718e+00    0.000000e+00   0.000000e+00
  8.781459e+00    0.000000e+00   0.000000e+00
  8.791200e+00    0.000000e+00   0.000000e+00
  8.800941e+00    0.000000e+00   0.000000e+00
  8.810682e+00    0.000000e+00   0.000000e+00
  8.820423e+00    0.000000e+00   0.000000e+00
  8.830164e+00    0.000000e+00   0.000000e+00
  8.839905e+00    0.000000e+00   0.000000e+00
  8.849646e+00    0.000000e+00   0.000000e+00
  8.859387e+00    9.362320e-04   1.357310e-03
  8.869128e+00    1.255510e-02   5.005683e-03
  8.878869e+00    3.079552e-03   2.497032e-03
  8.888610e+00    0.000000e+00   0.000000e+00
  8.898351e+00    0.000000e+00   0.000000e+00
  8.908092e+00    0.000000e+00   0.000000e+00
  8.917833e+00    0.000000e+00   0.000000e+00
  8.927573e+00    0.000000e+00   0.000000e+00
  8.937314e+00    0.000000e+00   0.000000e+00
  8.947055e+00    0.000000e+00   0.000000e+00
  8.956796e+00    0.000000e+00   0.000000e+00
  8.966537e+00    0.000000e+00   0.000000e+00
  8.976278e+00    0.000000e+00   0.000000e+00
  8.986019e+00    0.000000e+00   0.000000e+00
  8.995760e+00    0.000000e+00   0.000000e+00
  9.005501e+00    0.000000e+00   0.000000e+00
  9.015242e+00    0.000000e+00   0.000000e+00
  9.024983e+00    0.000000e+00   0.000000e+00
  9.034724e+00    0.000000e+00   0.000000e+00
  9.044465e+00    0.000000e+00   0.000000e+00
  9.054206e+00    5.674391e-03   3.894717e-03
  9.063947e+00    1.690936e-02   6.783047e-03
  9.073688e+00    9.773407e-06   1.644895e-04
  9.083429e+00    0.000000e+00   0.000000e+00
  9.093169e+00    0.000000e+00   0.000000e+00
  9.102910e+00    0.000000e+00   0.000000e+00
  9.112651e+00    1.613554e-02   6.927254e-03
  9.122392e+00    8.877044e-03   5.185926e-03
  9.132133e+00    0.000000e+00   0.000000e+00
  9.141874e+00    0.000000e+00   0.000000e+00
  9.151615e+00    0.000000e+00   0.000000e+00
  9.161356e+00    0.000000e+00   0.000000e+00
  9.171097e+00    0.000000e+00   0.000000e+00
  9.180838e+00    0.000000e+00   0.000000e+00
  9.190579e+00    0.000000e+00   0.000000e+00
  9.200320e+00    0.000000e+00   0.000000e+00
  9.210061e+00    0.000000e+00   0.000000e+00
  9.219802e+00    0.000000e+00   0.000000e+00
  9.229543e+00    0.000000e+00   0.000000e+00
  9.239284e+00    0.000000e+00   0.000000e+00
  9.249025e+00    0.000000e+00   0.000000e+00
  9.258765e+00    0.000000e+00   0.000000e+00
  9.268506e+00    0.000000e+00   0.000000e+00
  9.278247e+00    0.000000e+00   0.000000e+00
  9.287988e+00    1.495955e-02   8.099473e-03
  9.297729e+00    2.248709e-02   1.006128e-02
  9.307470e+00    4.043039e-03   4.321704e-03
  9.317211e+00    3.044191e-02   1.202526e-02
  9.326952e+00    5.517514e-03   5.191094e-03
  9.336693e+00    0.000000e+00   0.000000e+00
  9.346434e+00    1.520999e-02   8.870276e-03
  9.356175e+00    2.924250e-02   1.248771e-02
  9.365916e+00    0.000000e+00   0.000000e+00
  9.375657e+00    0.000000e+00   0.000000e+00
  9.385398e+00    0.000000e+00   0.000000e+00
  9.395139e+00    0.000000e+00   0.000000e+00
  9.404880e+00    0.000000e+00   0.000000e+00
  9.414621e+00    0.000000e+00   0.000000e+00
  9.424362e+00    9.359588e-03   7.959508e-03
  9.434102e+00    4.482462e-02   1.775754e-02
  9.443843e+00    5.075471e-03   6.097850e-03
  9.453584e+00    0.000000e+00   0.000000e+00
  9.463325e+00    4.933725e-02   1.984809e-02
  9.473066e+00    1.903110e-02   1.260957e-02
  9.482807e+00    0.000000e+00   0.000000e+00
  9.492548e+00    0.000000e+00   0.000000e+00
  9.502289e+00    0.000000e+00   0.000000e+00
  9.512030e+00    0.000000e+00   0.000000e+00
  9.521771e+00    0.000000e+00   0.000000e+00
  9.531512e+00    0.000000e+00   0.000000e+00
  9.541253e+00    0.000000e+00   0.000000e+00
  9.550994e+00    0.000000e+00   0.000000e+00
  9.560735e+00    0.000000e+00   0.000000e+00
  9.570476e+00    0.000000e+00   0.000000e+00
  9.580217e+00    0.000000e+00   0.000000e+00
  9.589958e+00    0.000000e+00   0.000000e+00
  9.599698e+00    0.000000e+00   0.000000e+00
  9.609439e+00    0.000000e+00   0.000000e+00
  9.619180e+00    0.000000e+00   0.000000e+00
  9.628921e+00    0.000000e+00   0.000000e+00
  9.638662e+00    0.000000e+00   0.000000e+00
  9.648403e+00    0.000000e+00   0.000000e+00
  9.658144e+00    0.000000e+00   0.000000e+00
  9.667885e+00    0.000000e+00   0.000000e+00
  9.677626e+00    0.000000e+00   0.000000e+00
  9.687367e+00    0.000000e+00   0.000000e+00
  9.697108e+00    0.000000e+00   0.000000e+00
  9.706849e+00    0.000000e+00   0.000000e+00
  9.716590e+00    0.000000e+00   0.000000e+00
  9.726331e+00    0.000000e+00   0.000000e+00
  9.736072e+00    0.000000e+00   0.000000e+00
